match_id,blue_1_name,blue_1_role,blue_2_name,blue_2_role,blue_3_name,blue_3_role,blue_4_name,blue_4_role,blue_5_name,blue_5_role,red_1_name,red_1_role,red_2_name,red_2_role,red_3_name,red_3_role,red_4_name,red_4_role,red_5_name,red_5_role,label
KR_7639698654,Vex,Burst,Lissandra,Burst,Nidalee,Poke,Ziggs,Poke,Yasuo,Bruiser AD,Braum,CC Tank,Syndra,Burst,Jhin,Poke,Ekko,Burst,Vi,Bruiser AD,0
KR_7638602885,Skarner,CC Tank,Milio,Utility Support,Xerath,Poke,Ziggs,Poke,Zed,Assassin AD,Jinx,DPS Marksman,Morgana,Poke,Galio,CC Tank,Nautilus,CC Tank,Vi,Bruiser AD,1
KR_7638584304,Nidalee,Poke,Aurora,Poke,Kayle,Bruiser AD,Pyke,Assassin AD,Vayne,DPS Marksman,Renekton,Bruiser AD,Malzahar,Poke,Fizz,Burst,Xayah,DPS Marksman,Varus,Poke,1
KR_7639885288,Gragas,Sustain Mage,Elise,Burst,Varus,Poke,Poppy,CC Tank,Xerath,Poke,Illaoi,Bruiser AD,Zilean,Utility Support,Smolder,Poke,Blitzcrank,CC Tank,Orianna,Burst,0
KR_7637072240,Nasus,Bruiser AD,Kayle,Bruiser AD,Vex,Burst,Morgana,Poke,Bard,Utility Support,Twitch,DPS Marksman,Akali,Burst,Veigar,Burst,Brand,Burst,Yone,Bruiser AD,0
KR_7637044493,Draven,DPS Marksman,Shaco,Assassin AD,Gwen,Bruiser AP,Lissandra,Burst,Zyra,Poke,Zed,Assassin AD,Xerath,Poke,Diana,Burst,Zilean,Utility Support,Senna,DPS Marksman,0
KR_7639654413,Tristana,DPS Marksman,Draven,DPS Marksman,Illaoi,Bruiser AD,Yuumi,Utility Support,Ziggs,Poke,Ezreal,Poke,Sion,Sustain Tank,Jax,Bruiser AD,Orianna,Burst,Jinx,DPS Marksman,0
KR_7639490743,Irelia,Bruiser AD,Aatrox,Bruiser AD,Yasuo,Bruiser AD,Lux,Poke,Zilean,Utility Support,Aurora,Poke,Viktor,Poke,Gragas,Sustain Mage,Graves,Poke,Gangplank,Poke,1
KR_7637941386,Galio,CC Tank,Amumu,CC Tank,Orianna,Burst,Talon,Assassin AD,Zeri,DPS Marksman,Karthus,Burst,Nidalee,Poke,Aphelios,DPS Marksman,Darius,Bruiser AD,Lulu,Utility Support,0
KR_7634319907,Pantheon,Bruiser AD,Malphite,Sustain Tank,Ryze,Bruiser AD,Sylas,Bruiser AP,Pyke,Assassin AD,Caitlyn,Poke,Galio,CC Tank,Lissandra,Burst,Tristana,DPS Marksman,Ekko,Burst,0
KR_7633552351,Katarina,Burst,Qiyana,Assassin AD,Sivir,DPS Marksman,Yorick,Sustain Tank,Lucian,DPS Marksman,Pantheon,Bruiser AD,Karma,Utility Support,Thresh,Utility Support,Neeko,Burst,Quinn,Poke,1
KR_7636367834,Sivir,DPS Marksman,Ryze,Bruiser AD,Veigar,Burst,Xayah,DPS Marksman,Blitzcrank,CC Tank,Aatrox,Bruiser AD,Singed,Sustain Tank,Thresh,Utility Support,Lissandra,Burst,Naafiri,Assassin AD,0
KR_7638446426,Kennen,Burst,Draven,DPS Marksman,Lucian,DPS Marksman,Ziggs,Poke,Alistar,CC Tank,Rengar,Assassin AD,Graves,Poke,Karma,Utility Support,Jhin,Poke,Soraka,Utility Support,1
KR_7638394855,Ashe,Poke,Brand,Burst,Morgana,Poke,Akali,Burst,Elise,Burst,Zac,CC Tank,Hwei,Poke,Quinn,Poke,Amumu,CC Tank,Malphite,Sustain Tank,1
KR_7638343863,Sett,Bruiser AD,Ashe,Poke,Lissandra,Burst,Riven,Bruiser AD,Vladimir,Sustain Mage,Morgana,Poke,Jax,Bruiser AD,Garen,Bruiser AD,Ahri,Burst,Heimerdinger,Poke,1
KR_7638246937,Varus,Poke,Ryze,Bruiser AD,Irelia,Bruiser AD,Samira,DPS Marksman,Malphite,Sustain Tank,Soraka,Utility Support,Kayle,Bruiser AD,Sivir,DPS Marksman,Taric,Utility Support,Garen,Bruiser AD,0
KR_7638193606,Azir,Poke,Jax,Bruiser AD,Nidalee,Poke,Yuumi,Utility Support,Darius,Bruiser AD,Jinx,DPS Marksman,Sylas,Bruiser AP,Braum,CC Tank,Viego,Bruiser AD,Senna,DPS Marksman,0
KR_7638080735,Zilean,Utility Support,Seraphine,Utility Support,Teemo,Poke,Cassiopeia,Sustain Mage,Vi,Bruiser AD,Thresh,Utility Support,Aphelios,DPS Marksman,Rengar,Assassin AD,Poppy,CC Tank,Lux,Poke,1
KR_7638035764,Ornn,Sustain Tank,Gwen,Bruiser AP,Vayne,DPS Marksman,Lissandra,Burst,Malphite,Sustain Tank,Yone,Bruiser AD,Anivia,Poke,Samira,DPS Marksman,Garen,Bruiser AD,Lux,Poke,0
KR_7619248988,Karma,Utility Support,Jhin,Poke,Jayce,Poke,Kalista,DPS Marksman,Braum,CC Tank,Nautilus,CC Tank,Zac,CC Tank,Galio,CC Tank,Irelia,Bruiser AD,Teemo,Poke,0
KR_7601055197,Ryze,Bruiser AD,Swain,Sustain Mage,Jinx,DPS Marksman,Lulu,Utility Support,Viktor,Poke,Sylas,Bruiser AP,Mordekaiser,Bruiser AP,Alistar,CC Tank,Kindred,DPS Marksman,Sion,Sustain Tank,0
KR_7582575731,Thresh,Utility Support,Yone,Bruiser AD,Sylas,Bruiser AP,Vayne,DPS Marksman,Aatrox,Bruiser AD,Samira,DPS Marksman,Sivir,DPS Marksman,Nidalee,Poke,Corki,Poke,Jayce,Poke,1
KR_7620386153,Sona,Utility Support,Aatrox,Bruiser AD,Aphelios,DPS Marksman,Ashe,Poke,Sejuani,CC Tank,Graves,Poke,Sivir,DPS Marksman,Lucian,DPS Marksman,Tryndamere,Bruiser AD,Zilean,Utility Support,1
KR_7616304811,Kalista,DPS Marksman,Corki,Poke,Xerath,Poke,Akali,Burst,Lux,Poke,Brand,Burst,Nautilus,CC Tank,Alistar,CC Tank,Ashe,Poke,Kassadin,Burst,0
KR_7636176808,Yuumi,Utility Support,Caitlyn,Poke,Galio,CC Tank,Zed,Assassin AD,Shaco,Assassin AD,Hwei,Poke,Darius,Bruiser AD,Lucian,DPS Marksman,Yasuo,Bruiser AD,Maokai,CC Tank,0
KR_7640688901,Mordekaiser,Bruiser AP,Ezreal,Poke,Pantheon,Bruiser AD,Smolder,Poke,Corki,Poke,Quinn,Poke,Sylas,Bruiser AP,Ivern,Utility Support,Ashe,Poke,Lillia,Sustain Mage,1
KR_7640690318,Vex,Burst,Akshan,Assassin AD,Veigar,Burst,Blitzcrank,CC Tank,Cassiopeia,Sustain Mage,Malphite,Sustain Tank,Sivir,DPS Marksman,Riven,Bruiser AD,Azir,Poke,Aurora,Poke,0
KR_7640665792,Lucian,DPS Marksman,Nasus,Bruiser AD,Lulu,Utility Support,Ziggs,Poke,Hwei,Poke,Blitzcrank,CC Tank,Nilah,DPS Marksman,Ahri,Burst,Twitch,DPS Marksman,Viktor,Poke,1
KR_7638434403,Akali,Burst,Zed,Assassin AD,Aatrox,Bruiser AD,Ornn,Sustain Tank,Caitlyn,Poke,Corki,Poke,Samira,DPS Marksman,Pyke,Assassin AD,Karthus,Burst,Morgana,Poke,1
KR_7638356649,Ashe,Poke,Nidalee,Poke,Rell,CC Tank,Warwick,Bruiser AD,Lux,Poke,Thresh,Utility Support,Veigar,Burst,Pyke,Assassin AD,Briar,Bruiser AD,Kennen,Burst,1
KR_7640561758,Brand,Burst,Jhin,Poke,Olaf,Bruiser AD,Senna,DPS Marksman,Rakan,Utility Support,Swain,Sustain Mage,Samira,DPS Marksman,Gangplank,Poke,Xayah,DPS Marksman,Zoe,Poke,0
KR_7639651551,Sett,Bruiser AD,Taliyah,Poke,Singed,Sustain Tank,Sylas,Bruiser AP,Sona,Utility Support,Azir,Poke,Sivir,DPS Marksman,Rell,CC Tank,Sejuani,CC Tank,Tristana,DPS Marksman,1
KR_7633924674,Karma,Utility Support,Fizz,Burst,Nami,Utility Support,Xayah,DPS Marksman,Ziggs,Poke,Lucian,DPS Marksman,Swain,Sustain Mage,Jhin,Poke,Syndra,Burst,Brand,Burst,1
KR_7638952147,Jax,Bruiser AD,Swain,Sustain Mage,Tryndamere,Bruiser AD,Cassiopeia,Sustain Mage,Diana,Burst,Aphelios,DPS Marksman,Nasus,Bruiser AD,Mordekaiser,Bruiser AP,Kalista,DPS Marksman,Soraka,Utility Support,0
KR_7632771911,Lucian,DPS Marksman,Gragas,Sustain Mage,Irelia,Bruiser AD,Ryze,Bruiser AD,Fizz,Burst,Jhin,Poke,Hwei,Poke,Urgot,Bruiser AD,Garen,Bruiser AD,Milio,Utility Support,0
KR_7639525353,Aphelios,DPS Marksman,Jax,Bruiser AD,Zilean,Utility Support,Rell,CC Tank,Neeko,Burst,Jhin,Poke,Orianna,Burst,Janna,Utility Support,Veigar,Burst,Katarina,Burst,0
KR_7638037614,Hwei,Poke,Caitlyn,Poke,Vladimir,Sustain Mage,Renekton,Bruiser AD,Xerath,Poke,Talon,Assassin AD,Morgana,Poke,Jinx,DPS Marksman,Ryze,Bruiser AD,Jax,Bruiser AD,1
KR_7632676258,Nidalee,Poke,Jhin,Poke,Lucian,DPS Marksman,Yasuo,Bruiser AD,Annie,Burst,Vayne,DPS Marksman,Zoe,Poke,Milio,Utility Support,Corki,Poke,Galio,CC Tank,0
KR_7632654049,Sejuani,CC Tank,Jax,Bruiser AD,Varus,Poke,Xayah,DPS Marksman,Graves,Poke,Gragas,Sustain Mage,Malphite,Sustain Tank,Katarina,Burst,Yasuo,Bruiser AD,Thresh,Utility Support,0
KR_7629984914,Swain,Sustain Mage,Rell,CC Tank,Yone,Bruiser AD,Viktor,Poke,Malzahar,Poke,Azir,Poke,Sett,Bruiser AD,Lissandra,Burst,Ezreal,Poke,Orianna,Burst,1
KR_7584433690,Brand,Burst,Varus,Poke,Vi,Bruiser AD,Ashe,Poke,Mordekaiser,Bruiser AP,Syndra,Burst,Lux,Poke,Lulu,Utility Support,Gangplank,Poke,Pyke,Assassin AD,1
KR_7581735285,Veigar,Burst,Aurora,Poke,Vayne,DPS Marksman,Pyke,Assassin AD,Xerath,Poke,Diana,Burst,Syndra,Burst,Lux,Poke,Varus,Poke,Teemo,Poke,0
KR_7576910947,Vayne,DPS Marksman,Lucian,DPS Marksman,Viktor,Poke,Rammus,CC Tank,Camille,Bruiser AD,Jinx,DPS Marksman,Xerath,Poke,Neeko,Burst,Xayah,DPS Marksman,Heimerdinger,Poke,0
KR_7573742024,Heimerdinger,Poke,Akali,Burst,Caitlyn,Poke,Nidalee,Poke,Jinx,DPS Marksman,Jax,Bruiser AD,Braum,CC Tank,Kindred,DPS Marksman,Hecarim,Bruiser AD,Tryndamere,Bruiser AD,1
KR_7573730590,Yuumi,Utility Support,Kayle,Bruiser AD,Irelia,Bruiser AD,Karthus,Burst,Vi,Bruiser AD,Bard,Utility Support,Ezreal,Poke,Sett,Bruiser AD,Galio,CC Tank,Ziggs,Poke,1
KR_7018715750,Ekko,Burst,Evelynn,Burst,Blitzcrank,CC Tank,Zoe,Poke,Malphite,Sustain Tank,Renekton,Bruiser AD,Yone,Bruiser AD,Lux,Poke,Aatrox,Bruiser AD,Gragas,Sustain Mage,0
KR_7605443109,Katarina,Burst,Vex,Burst,Kayle,Bruiser AD,Annie,Burst,Nilah,DPS Marksman,Senna,DPS Marksman,Zilean,Utility Support,Graves,Poke,Smolder,Poke,Galio,CC Tank,1
KR_7639305373,Sett,Bruiser AD,Singed,Sustain Tank,Pyke,Assassin AD,Caitlyn,Poke,Annie,Burst,Karma,Utility Support,Xerath,Poke,Azir,Poke,Mordekaiser,Bruiser AP,Shaco,Assassin AD,0
KR_7639257685,Karma,Utility Support,Skarner,CC Tank,Anivia,Poke,Nidalee,Poke,Senna,DPS Marksman,Brand,Burst,Xerath,Poke,Illaoi,Bruiser AD,Talon,Assassin AD,Swain,Sustain Mage,0
KR_7639183505,Quinn,Poke,Anivia,Poke,Draven,DPS Marksman,Kalista,DPS Marksman,Singed,Sustain Tank,Ziggs,Poke,Sivir,DPS Marksman,Malzahar,Poke,Skarner,CC Tank,Twitch,DPS Marksman,1
KR_7639117339,Janna,Utility Support,Fiora,Bruiser AD,Varus,Poke,Karma,Utility Support,Smolder,Poke,Shyvana,Bruiser AD,Nasus,Bruiser AD,Tristana,DPS Marksman,Zed,Assassin AD,Graves,Poke,1
KR_7638593525,Rengar,Assassin AD,Ziggs,Poke,Taliyah,Poke,Garen,Bruiser AD,Milio,Utility Support,Kindred,DPS Marksman,Malphite,Sustain Tank,Xerath,Poke,Xayah,DPS Marksman,Braum,CC Tank,1
KR_7638576980,Aurora,Poke,Vi,Bruiser AD,Yuumi,Utility Support,Udyr,Bruiser AD,Malzahar,Poke,Caitlyn,Poke,Shaco,Assassin AD,Teemo,Poke,Skarner,CC Tank,Jayce,Poke,0
KR_7638573965,Zoe,Poke,Jinx,DPS Marksman,Corki,Poke,Amumu,CC Tank,Sion,Sustain Tank,Anivia,Poke,Fizz,Burst,Sylas,Bruiser AP,Janna,Utility Support,Sett,Bruiser AD,1
KR_7638572173,Kayle,Bruiser AD,Ryze,Bruiser AD,Camille,Bruiser AD,Rumble,Sustain Mage,Vi,Bruiser AD,Gangplank,Poke,Tristana,DPS Marksman,Gragas,Sustain Mage,Xerath,Poke,Malphite,Sustain Tank,1
KR_7639376526,Zac,CC Tank,Nidalee,Poke,Jhin,Poke,Varus,Poke,Zyra,Poke,Yuumi,Utility Support,Taliyah,Poke,Maokai,CC Tank,Lulu,Utility Support,Vayne,DPS Marksman,0
KR_7635770644,Galio,CC Tank,Gragas,Sustain Mage,Aatrox,Bruiser AD,Ezreal,Poke,Ashe,Poke,Ahri,Burst,Camille,Bruiser AD,Tristana,DPS Marksman,Sylas,Bruiser AP,Shaco,Assassin AD,1
KR_7634558022,Kennen,Burst,Blitzcrank,CC Tank,Shaco,Assassin AD,Teemo,Poke,Pyke,Assassin AD,Ryze,Bruiser AD,Annie,Burst,Seraphine,Utility Support,Darius,Bruiser AD,Lucian,DPS Marksman,1
KR_7634515035,Veigar,Burst,Sivir,DPS Marksman,Lucian,DPS Marksman,Lillia,Sustain Mage,Karma,Utility Support,Sylas,Bruiser AP,Kayn,Assassin AD,Urgot,Bruiser AD,Morgana,Poke,Varus,Poke,1
KR_7634489211,Rumble,Sustain Mage,Azir,Poke,Teemo,Poke,Yone,Bruiser AD,Gangplank,Poke,Jhin,Poke,Katarina,Burst,Janna,Utility Support,Anivia,Poke,Kennen,Burst,0
KR_7639869672,Xerath,Poke,Zyra,Poke,Sett,Bruiser AD,Pantheon,Bruiser AD,Caitlyn,Poke,Zed,Assassin AD,Seraphine,Utility Support,Morgana,Poke,Xayah,DPS Marksman,Amumu,CC Tank,0
KR_7637745186,Sion,Sustain Tank,Ezreal,Poke,Jhin,Poke,Rumble,Sustain Mage,Teemo,Poke,Zoe,Poke,Aatrox,Bruiser AD,Yorick,Sustain Tank,Senna,DPS Marksman,Jinx,DPS Marksman,1
KR_7629099064,Alistar,CC Tank,Bard,Utility Support,Maokai,CC Tank,Gragas,Sustain Mage,Aphelios,DPS Marksman,Veigar,Burst,Singed,Sustain Tank,Brand,Burst,Yone,Bruiser AD,Heimerdinger,Poke,1
KR_7600138251,Aatrox,Bruiser AD,Sivir,DPS Marksman,Elise,Burst,Seraphine,Utility Support,Vladimir,Sustain Mage,Shyvana,Bruiser AD,Shen,Sustain Tank,Varus,Poke,Lux,Poke,Nami,Utility Support,0
KR_7579975915,Urgot,Bruiser AD,Ryze,Bruiser AD,Soraka,Utility Support,Nami,Utility Support,Jax,Bruiser AD,Bard,Utility Support,Lux,Poke,Ekko,Burst,Corki,Poke,Alistar,CC Tank,1
KR_7555900709,Nidalee,Poke,Lissandra,Burst,Kayle,Bruiser AD,Graves,Poke,Lillia,Sustain Mage,Viktor,Poke,Caitlyn,Poke,Milio,Utility Support,Katarina,Burst,Thresh,Utility Support,0
KR_7637580485,Lux,Poke,Nautilus,CC Tank,Veigar,Burst,Blitzcrank,CC Tank,Smolder,Poke,Corki,Poke,Vi,Bruiser AD,Sylas,Bruiser AP,Singed,Sustain Tank,Rakan,Utility Support,1
KR_7637373423,Elise,Burst,Ambessa,Bruiser AD,Kayle,Bruiser AD,Malphite,Sustain Tank,Heimerdinger,Poke,Fizz,Burst,Caitlyn,Poke,Swain,Sustain Mage,Twitch,DPS Marksman,Aatrox,Bruiser AD,0
KR_7634372411,Yone,Bruiser AD,Amumu,CC Tank,Vayne,DPS Marksman,Jhin,Poke,Annie,Burst,Morgana,Poke,Jax,Bruiser AD,Ezreal,Poke,Sivir,DPS Marksman,Nidalee,Poke,0
KR_7631151588,Malzahar,Poke,Sion,Sustain Tank,Sylas,Bruiser AP,Yasuo,Bruiser AD,Diana,Burst,Katarina,Burst,Sona,Utility Support,Pantheon,Bruiser AD,Caitlyn,Poke,Zoe,Poke,1
KR_7624005422,Sion,Sustain Tank,Vladimir,Sustain Mage,Zed,Assassin AD,Renekton,Bruiser AD,Senna,DPS Marksman,Lissandra,Burst,Rumble,Sustain Mage,Ahri,Burst,Yasuo,Bruiser AD,Malphite,Sustain Tank,1
KR_7606436972,Teemo,Poke,Diana,Burst,Lulu,Utility Support,Senna,DPS Marksman,Rakan,Utility Support,Jhin,Poke,Brand,Burst,Seraphine,Utility Support,Nautilus,CC Tank,Morgana,Poke,1
KR_7639854068,Yone,Bruiser AD,Braum,CC Tank,Gwen,Bruiser AP,Caitlyn,Poke,Ashe,Poke,Riven,Bruiser AD,Vayne,DPS Marksman,Irelia,Bruiser AD,Morgana,Poke,Syndra,Burst,0
KR_7632906261,Blitzcrank,CC Tank,Karma,Utility Support,Janna,Utility Support,Kalista,DPS Marksman,Akali,Burst,Riven,Bruiser AD,Zilean,Utility Support,Gragas,Sustain Mage,Vayne,DPS Marksman,Heimerdinger,Poke,0
KR_7622545109,Kalista,DPS Marksman,Pantheon,Bruiser AD,Olaf,Bruiser AD,Teemo,Poke,Kindred,DPS Marksman,Jayce,Poke,Lulu,Utility Support,Ryze,Bruiser AD,Gragas,Sustain Mage,Viego,Bruiser AD,0
KR_7622413824,Orianna,Burst,Gragas,Sustain Mage,Azir,Poke,Graves,Poke,Ivern,Utility Support,Janna,Utility Support,Nasus,Bruiser AD,Blitzcrank,CC Tank,Lillia,Sustain Mage,Draven,DPS Marksman,1
KR_7636295258,Jinx,DPS Marksman,Karma,Utility Support,Xerath,Poke,Zed,Assassin AD,Seraphine,Utility Support,Fizz,Burst,Kalista,DPS Marksman,Leona,CC Tank,Aatrox,Bruiser AD,Brand,Burst,0
KR_7636263865,Sylas,Bruiser AP,Yasuo,Bruiser AD,Nasus,Bruiser AD,Malphite,Sustain Tank,Maokai,CC Tank,Karma,Utility Support,Pantheon,Bruiser AD,Gragas,Sustain Mage,Kalista,DPS Marksman,Varus,Poke,0
KR_7620718559,Camille,Bruiser AD,Swain,Sustain Mage,Viego,Bruiser AD,Sylas,Bruiser AP,Katarina,Burst,Yorick,Sustain Tank,Quinn,Poke,Annie,Burst,Garen,Bruiser AD,Akali,Burst,0
KR_7617277680,Kalista,DPS Marksman,Rumble,Sustain Mage,Graves,Poke,Seraphine,Utility Support,Zoe,Poke,Jhin,Poke,Morgana,Poke,Nidalee,Poke,Ashe,Poke,Aurora,Poke,0
KR_7550316236,Soraka,Utility Support,Zac,CC Tank,Smolder,Poke,Poppy,CC Tank,Zed,Assassin AD,Anivia,Poke,Maokai,CC Tank,Sett,Bruiser AD,Ashe,Poke,Fizz,Burst,0
KR_7550277238,Sylas,Bruiser AP,Ashe,Poke,Ahri,Burst,Garen,Bruiser AD,Sivir,DPS Marksman,Teemo,Poke,Akali,Burst,Blitzcrank,CC Tank,Smolder,Poke,Kayle,Bruiser AD,1
KR_7630882552,Morgana,Poke,Lux,Poke,Shen,Sustain Tank,Tristana,DPS Marksman,Karma,Utility Support,Rumble,Sustain Mage,Nami,Utility Support,Aatrox,Bruiser AD,Shaco,Assassin AD,Jinx,DPS Marksman,1
KR_7630785679,Pantheon,Bruiser AD,Smolder,Poke,Caitlyn,Poke,Sejuani,CC Tank,Jhin,Poke,Viego,Bruiser AD,Nidalee,Poke,Gwen,Bruiser AP,Ekko,Burst,Ezreal,Poke,0
KR_7589586940,Ziggs,Poke,Jax,Bruiser AD,Talon,Assassin AD,Twitch,DPS Marksman,Sivir,DPS Marksman,Aphelios,DPS Marksman,Singed,Sustain Tank,Morgana,Poke,Maokai,CC Tank,Sion,Sustain Tank,0
KR_7548327390,Sylas,Bruiser AP,Ornn,Sustain Tank,Yone,Bruiser AD,Corki,Poke,Ezreal,Poke,Nilah,DPS Marksman,Vayne,DPS Marksman,Nocturne,Assassin AD,Nautilus,CC Tank,Karthus,Burst,1
KR_7500339698,Taliyah,Poke,Viego,Bruiser AD,Nidalee,Poke,Senna,DPS Marksman,Caitlyn,Poke,Amumu,CC Tank,Lulu,Utility Support,Veigar,Burst,Viktor,Poke,Ashe,Poke,0
KR_7485125474,Taric,Utility Support,Ezreal,Poke,Kayn,Assassin AD,Caitlyn,Poke,Rakan,Utility Support,Kassadin,Burst,Tristana,DPS Marksman,Diana,Burst,Kayle,Bruiser AD,Thresh,Utility Support,1
KR_7424378300,Ahri,Burst,Braum,CC Tank,Lucian,DPS Marksman,Malzahar,Poke,Quinn,Poke,Cassiopeia,Sustain Mage,Karma,Utility Support,Talon,Assassin AD,Veigar,Burst,Skarner,CC Tank,0
KR_7415696752,Jhin,Poke,Sylas,Bruiser AP,Corki,Poke,Pyke,Assassin AD,Gwen,Bruiser AP,Pantheon,Bruiser AD,Zac,CC Tank,Rammus,CC Tank,Ezreal,Poke,Karthus,Burst,1
KR_7391718410,Swain,Sustain Mage,Varus,Poke,Xerath,Poke,Aphelios,DPS Marksman,Teemo,Poke,Lissandra,Burst,Jax,Bruiser AD,Tristana,DPS Marksman,Ambessa,Bruiser AD,Gragas,Sustain Mage,1
KR_7391580922,Ezreal,Poke,Illaoi,Bruiser AD,Graves,Poke,Veigar,Burst,Yone,Bruiser AD,Vex,Burst,Poppy,CC Tank,Kalista,DPS Marksman,Kayle,Bruiser AD,Neeko,Burst,1
KR_7391542084,Heimerdinger,Poke,Ekko,Burst,Caitlyn,Poke,Shaco,Assassin AD,Kennen,Burst,Ryze,Bruiser AD,Lucian,DPS Marksman,Sivir,DPS Marksman,Lissandra,Burst,Gnar,Bruiser AD,1
KR_7403212908,Senna,DPS Marksman,Irelia,Bruiser AD,Kalista,DPS Marksman,Kennen,Burst,Ryze,Bruiser AD,Xerath,Poke,Morgana,Poke,Hwei,Poke,Gnar,Bruiser AD,Jinx,DPS Marksman,0
KR_7640542818,Lucian,DPS Marksman,Jax,Bruiser AD,Blitzcrank,CC Tank,Akali,Burst,Kayle,Bruiser AD,Quinn,Poke,Syndra,Burst,Azir,Poke,Nidalee,Poke,Ezreal,Poke,0
KR_7640290089,Pantheon,Bruiser AD,Ryze,Bruiser AD,Alistar,CC Tank,Shyvana,Bruiser AD,Tristana,DPS Marksman,Malphite,Sustain Tank,Orianna,Burst,Nautilus,CC Tank,Xayah,DPS Marksman,Blitzcrank,CC Tank,0
KR_7640144364,Blitzcrank,CC Tank,Janna,Utility Support,Caitlyn,Poke,Ahri,Burst,Maokai,CC Tank,Zed,Assassin AD,Zeri,DPS Marksman,Sylas,Bruiser AP,Nami,Utility Support,Yasuo,Bruiser AD,0
KR_7639610175,Xerath,Poke,Jayce,Poke,Caitlyn,Poke,Amumu,CC Tank,Rakan,Utility Support,Sett,Bruiser AD,Pantheon,Bruiser AD,Jax,Bruiser AD,Ornn,Sustain Tank,Karma,Utility Support,0
KR_7626661745,Tristana,DPS Marksman,Galio,CC Tank,Ziggs,Poke,Karma,Utility Support,Shen,Sustain Tank,Thresh,Utility Support,Vayne,DPS Marksman,Anivia,Poke,Brand,Burst,Zoe,Poke,1
KR_7604420206,Corki,Poke,Sylas,Bruiser AP,Alistar,CC Tank,Sion,Sustain Tank,Blitzcrank,CC Tank,Nasus,Bruiser AD,Gragas,Sustain Mage,Talon,Assassin AD,Ashe,Poke,Ziggs,Poke,1
KR_7592773777,Kennen,Burst,Morgana,Poke,Varus,Poke,Ambessa,Bruiser AD,Sion,Sustain Tank,Azir,Poke,Syndra,Burst,Aphelios,DPS Marksman,Yuumi,Utility Support,Rakan,Utility Support,1
KR_7566549593,Brand,Burst,Ahri,Burst,Ambessa,Bruiser AD,Thresh,Utility Support,Kindred,DPS Marksman,Ziggs,Poke,Azir,Poke,Braum,CC Tank,Lucian,DPS Marksman,Annie,Burst,1
KR_7639626436,Heimerdinger,Poke,Jayce,Poke,Lucian,DPS Marksman,Vayne,DPS Marksman,Kennen,Burst,Ziggs,Poke,Thresh,Utility Support,Nasus,Bruiser AD,Pyke,Assassin AD,Malphite,Sustain Tank,0
KR_7639609968,Zed,Assassin AD,Ashe,Poke,Sett,Bruiser AD,Naafiri,Assassin AD,Zyra,Poke,Leona,CC Tank,Teemo,Poke,Graves,Poke,Lulu,Utility Support,Jax,Bruiser AD,1
KR_7620478179,Morgana,Poke,Zed,Assassin AD,Swain,Sustain Mage,Jax,Bruiser AD,Teemo,Poke,Kayle,Bruiser AD,Darius,Bruiser AD,Illaoi,Bruiser AD,Galio,CC Tank,Ryze,Bruiser AD,1
KR_7616577564,Yone,Bruiser AD,Gragas,Sustain Mage,Twitch,DPS Marksman,Ziggs,Poke,Lulu,Utility Support,Poppy,CC Tank,Nidalee,Poke,Sylas,Bruiser AP,Azir,Poke,Nautilus,CC Tank,1
KR_7616529714,Hwei,Poke,Morgana,Poke,Rammus,CC Tank,Ashe,Poke,Draven,DPS Marksman,Lucian,DPS Marksman,Zed,Assassin AD,Akali,Burst,Xayah,DPS Marksman,Jinx,DPS Marksman,1
KR_7632513424,Sivir,DPS Marksman,Shen,Sustain Tank,Heimerdinger,Poke,Senna,DPS Marksman,Vex,Burst,Varus,Poke,Ahri,Burst,Diana,Burst,Jhin,Poke,Zyra,Poke,0
KR_7632487995,Zed,Assassin AD,Braum,CC Tank,Varus,Poke,Katarina,Burst,Sett,Bruiser AD,Lucian,DPS Marksman,Shen,Sustain Tank,Morgana,Poke,Taliyah,Poke,Sona,Utility Support,1
KR_7629334861,Varus,Poke,Samira,DPS Marksman,Volibear,Sustain Tank,Singed,Sustain Tank,Heimerdinger,Poke,Ahri,Burst,Nautilus,CC Tank,Zilean,Utility Support,Xayah,DPS Marksman,Shaco,Assassin AD,0
KR_7623028794,Corki,Poke,Kled,Bruiser AD,Yasuo,Bruiser AD,Veigar,Burst,Aphelios,DPS Marksman,Yuumi,Utility Support,Hwei,Poke,Anivia,Poke,Ashe,Poke,Ekko,Burst,0
KR_7619001112,Teemo,Poke,Irelia,Bruiser AD,Zilean,Utility Support,Xayah,DPS Marksman,Galio,CC Tank,Sona,Utility Support,Veigar,Burst,Blitzcrank,CC Tank,Lillia,Sustain Mage,Ashe,Poke,0
KR_7618958971,Draven,DPS Marksman,Malphite,Sustain Tank,Riven,Bruiser AD,Pyke,Assassin AD,Malzahar,Poke,Anivia,Poke,Vex,Burst,Fizz,Burst,Yasuo,Bruiser AD,Lissandra,Burst,0
KR_7614632778,Morgana,Poke,Ornn,Sustain Tank,Aatrox,Bruiser AD,Viego,Bruiser AD,Udyr,Bruiser AD,Veigar,Burst,Lissandra,Burst,Ryze,Bruiser AD,Pantheon,Bruiser AD,Aphelios,DPS Marksman,1
KR_7608330584,Tryndamere,Bruiser AD,Xerath,Poke,Heimerdinger,Poke,Ashe,Poke,Smolder,Poke,Sylas,Bruiser AP,Pyke,Assassin AD,Thresh,Utility Support,Shaco,Assassin AD,Neeko,Burst,1
